Symbol,Security Name,Exchange,Yahoo Symbol
TBBK,"The Bancorp, Inc. - Common Stock",NASDAQ,TBBK
TBCH,Turtle Beach Corporation - Common Stock,NASDAQ,TBCH
TBH,"Brag House Holdings, Inc. - Common Stock",NASDAQ,TBH
TBI,"TrueBlue, Inc. Common Stock",N,TBI
TBLA,Taboola.com Ltd. - Ordinary Shares,NASDAQ,TBLA
TBLAW,Taboola.com Ltd. - Warrant,NASDAQ,TBLAW
TBLD,Thornburg Income Builder Opportunities Trust - Closed End Fund,NASDAQ,TBLD
TBN,Tamboran Resources Corporation Common stock,N,TBN
TBPH,"Theravance Biopharma, Inc. - Ordinary Shares",NASDAQ,TBPH
TBRG,"TruBridge, Inc. - Common Stock",NASDAQ,TBRG
TC,Token Cat Limited - American Depositary Shares,NASDAQ,TC
TCBI,"Texas Capital Bancshares, Inc. - Common Stock",NASDAQ,TCBI
TCBIO,"Texas Capital Bancshares, Inc. - Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B",NASDAQ,TCBIO
TCBK,TriCo Bancshares - Common Stock,NASDAQ,TCBK
TCBS,"Texas Community Bancshares, Inc. - Common Stock",NASDAQ,TCBS
TCBX,"Third Coast Bancshares, Inc. Common Stock",N,TCBX
TCGL,TechCreate Group Ltd. Class A Ordinary Shares,A,TCGL
TCI,"Transcontinental Realty Investors, Inc. Common Stock",N,TCI
TCMD,"Tactile Systems Technology, Inc. - Common Stock",NASDAQ,TCMD
TCOM,Trip.com Group Limited - American Depositary Shares,NASDAQ,TCOM
TCPA,TransCanada PipeLines Limited 6.250% Junior Subordinated Notes due 2085,N,TCPA
TCPC,BlackRock TCP Capital Corp. - Closed End Fund,NASDAQ,TCPC
TCRT,"Alaunos Therapeutics, Inc. - Common Stock",NASDAQ,TCRT
TCRX,"TScan Therapeutics, Inc. - Common Stock",NASDAQ,TCRX
TCX,Tucows Inc. - Common Stock,NASDAQ,TCX
TD,Toronto Dominion Bank (The) Common Stock,N,TD
TDAC,Translational Development Acquisition Corp. - Ordinary Shares,NASDAQ,TDAC
TDACU,Translational Development Acquisition Corp. - Units,NASDAQ,TDACU
TDACW,Translational Development Acquisition Corp. - Warrants,NASDAQ,TDACW
TDAY,"USA TODAY Co., Inc. Common Stock",N,TDAY
TDC,Teradata Corporation Common Stock,N,TDC
TDF,"Templeton Dragon Fund, Inc. Common Stock",N,TDF
TDG,Transdigm Group Incorporated Common Stock,N,TDG
TDIC,Dreamland Limited - Class A Ordinary Shares,NASDAQ,TDIC
TDOC,"Teladoc Health, Inc. Common Stock",N,TDOC
TDS,"Telephone and Data Systems, Inc. Common Shares",N,TDS
TDTH,Trident Digital Tech Holdings Ltd - American Depository Shares,NASDAQ,TDTH
TDUP,ThredUp Inc. - Class A Common Stock,NASDAQ,TDUP
TDW,Tidewater Inc. Common Stock,N,TDW
TDWD,Tailwind 2.0 Acquisition Corp. - Class A Ordinary Shares,NASDAQ,TDWD
TDWDR,Tailwind 2.0 Acquisition Corp. - Rights,NASDAQ,TDWDR
TDWDU,Tailwind 2.0 Acquisition Corp. - Unit,NASDAQ,TDWDU
TDY,Teledyne Technologies Incorporated Common Stock,N,TDY
TE,T1 Energy Inc. Common Stock,N,TE
TE.W,"T1 Energy Inc. Warrants, each whole warrant exercisable to purchase one Common Stock at an exercise price of $11.50 per share",N,TE-W
TEAD,Teads Holding Co. - Common Stock,NASDAQ,TEAD
TEAM,Atlassian Corporation  - Class A Common Stock,NASDAQ,TEAM
TECH,Bio-Techne Corp - Common Stock,NASDAQ,TECH
TECK,Teck Resources Ltd Ordinary Shares,N,TECK
TECX,"Tectonic Therapeutic, Inc. - Common Stock",NASDAQ,TECX
TEI,"Templeton Emerging Markets Income Fund, Inc. Common Stock",N,TEI
TEL,TE Connectivity plc Ordinary Shares,N,TEL
TELA,"TELA Bio, Inc. - Common stock",NASDAQ,TELA
TELO,"Telomir Pharmaceuticals, Inc. - Common Stock",NASDAQ,TELO
TEM,"Tempus AI, Inc. - Class A Common Stock",NASDAQ,TEM
TEN,Tsakos Energy Navigation Ltd Common Shares,N,TEN
TENB,"Tenable Holdings, Inc. - Common Stock",NASDAQ,TENB
TENX,"Tenax Therapeutics, Inc. - Common Stock",NASDAQ,TENX
TEO,Telecom Argentina SA,N,TEO
TER,"Teradyne, Inc. - Common Stock",NASDAQ,TER
TERN,"Terns Pharmaceuticals, Inc. - Common Stock",NASDAQ,TERN
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,N,TEVA
TEX,Terex Corporation Common Stock,N,TEX
TFC,Truist Financial Corporation Common Stock,N,TFC
TFII,TFI International Inc. Common Shares,N,TFII
TFIN,"Triumph Financial, Inc. Common Stock",N,TFIN
TFPM,Triple Flag Precious Metals Corp. Common Shares,N,TFPM
TFSL,TFS Financial Corporation - Common Stock,NASDAQ,TFSL
TFX,Teleflex Incorporated Common Stock,N,TFX
TG,Tredegar Corporation Common Stock,N,TG
TGB,"Taseko Mines, Ltd. Common Stock",A,TGB
TGE,The Generation Essentials Group Class A Ordinary Shares,N,TGE
TGE.W,"The Generation Essentials Group Warrants, each whole warrant exercisable for one Class A Ordinary Share",A,TGE-W
TGEN,Tecogen Inc. Common Stock,A,TGEN
TGHL,The GrowHub Limited - Class A Ordinary Shares,NASDAQ,TGHL
TGL,Treasure Global Inc. - Common Stock,NASDAQ,TGL
TGLS,Tecnoglass Inc. Ordinary Shares,N,TGLS
TGS,Transportadora de Gas del Sur SA TGS Common Stock,N,TGS
TGT,Target Corporation Common Stock,N,TGT
TGTX,"TG Therapeutics, Inc. - Common Stock",NASDAQ,TGTX
TH,Target Hospitality Corp. - Common Stock,NASDAQ,TH
THC,Tenet Healthcare Corporation Common Stock,N,THC
THCH,TH International Limited - Ordinary shares,NASDAQ,THCH
THFF,First Financial Corporation  - Common Stock,NASDAQ,THFF
THG,Hanover Insurance Group Inc,N,THG
THH,TryHard Holdings Limited - Ordinary Shares,NASDAQ,THH
THM,"International Tower Hill Mines, Ltd. Ordinary Shares (Canada)",A,THM
THO,"Thor Industries, Inc. Common Stock",N,THO
THQ,abrdn Healthcare Opportunities Fund Shares of Beneficial Interest,N,THQ
THR,"Thermon Group Holdings, Inc. Common Stock",N,THR
THRM,Gentherm Inc - Common Stock,NASDAQ,THRM
THRY,"Thryv Holdings, Inc. - Common Stock",NASDAQ,THRY
THW,abrdn World Healthcare Fund Shares of Beneficial Interest,N,THW
TIC,"TIC Solutions, Inc. Common Stock",N,TIC
TIGO,Millicom International Cellular S.A. - Common Stock,NASDAQ,TIGO
TIGR,UP Fintech Holding Limited - American Depositary Shares representing fifteen Class A Ordinary Shares,NASDAQ,TIGR
TII,Titan Mining Corporation Common Shares,A,TII
TIL,"Instil Bio, Inc. - Common Stock",NASDAQ,TIL
TILE,"Interface, Inc. - Common Stock",NASDAQ,TILE
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,N,TIMB
TIPT,Tiptree Inc. - Common Stock,NASDAQ,TIPT
TISI,"Team, Inc. Common Stock",N,TISI
TITN,Titan Machinery Inc. - Common Stock,NASDAQ,TITN
TJGC,TJGC Group Limited - ordinary shares,NASDAQ,TJGC
TJX,"TJX Companies, Inc. (The) Common Stock",N,TJX
TK,Teekay Corporation Ltd. Common Stock,N,TK
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,N,TKC
TKLF,"Tokyo Lifestyle Co., Ltd. - American Depositary Shares",NASDAQ,TKLF
TKNO,"Alpha Teknova, Inc. - Common Stock",NASDAQ,TKNO
TKO,"TKO Group Holdings, Inc. Class A Common Stock",N,TKO
TKR,Timken Company (The) Common Stock,N,TKR
TLF,"Tandy Leather Factory, Inc. - common stock",NASDAQ,TLF
TLIH,Ten-League International Holdings Limited - Ordinary Shares,NASDAQ,TLIH
TLK,"PT Telekomunikasi Indonesia, Tbk",N,TLK
TLN,Talen Energy Corporation - Common Stock,NASDAQ,TLN
TLNC,Talon Capital Corp. - Class A Ordinary Shares,NASDAQ,TLNC
TLNCU,Talon Capital Corp. - Units,NASDAQ,TLNCU
TLNCW,Talon Capital Corp. - Warrants,NASDAQ,TLNCW
TLPH,"Talphera, Inc. - Common Stock",NASDAQ,TLPH
TLRY,"Tilray Brands, Inc. - Common Stock",NASDAQ,TLRY
TLS,Telos Corporation - Common Stock,NASDAQ,TLS
TLSA,Tiziana Life Sciences Ltd - Common Shares,NASDAQ,TLSA
TLSI,"TriSalus Life Sciences, Inc. - Common Stock",NASDAQ,TLSI
TLSIW,"TriSalus Life Sciences, Inc. - Warrant",NASDAQ,TLSIW
TLX,Telix Pharmaceuticals Limited - American Depositary Shares,NASDAQ,TLX
TLYS,"Tilly's, Inc. Common Stock",N,TLYS
TM,Toyota Motor Corporation Common Stock,N,TM
TMC,TMC the metals company Inc. - Common Stock,NASDAQ,TMC
TMCI,"Treace Medical Concepts, Inc. - Common Stock",NASDAQ,TMCI
TMCR,The Metals Royalty Company Inc. - Common Stock,NASDAQ,TMCR
TMCWW,TMC the metals company Inc. - Warrant,NASDAQ,TMCWW
TMDE,TMD Energy Limited Ordinary Shares,A,TMDE
TMDX,"TransMedics Group, Inc. - Common Stock",NASDAQ,TMDX
TME,"Tencent Music Entertainment Group American Depositary Shares, each representing two Class A Ordinary Shares",N,TME
TMHC,Taylor Morrison Home Corporation Common Stock,N,TMHC
TMO,Thermo Fisher Scientific Inc Common Stock,N,TMO
TMP,Tompkins Financial Corporation Common Stock,A,TMP
TMQ,Trilogy Metals Inc. Common Stock,A,TMQ
TMTS,Spartacus Acquisition Corp. II - Class A Ordinary Shares,NASDAQ,TMTS
TMTSU,Spartacus Acquisition Corp. II - Unit,NASDAQ,TMTSU
TMTSW,Spartacus Acquisition Corp. II - Warrants,NASDAQ,TMTSW
TMUS,"T-Mobile US, Inc. - Common Stock",NASDAQ,TMUS
TMUSI,"T-Mobile US, Inc. - 5.500% Senior Notes due June 2070",NASDAQ,TMUSI
TMUSL,"T-Mobile US, Inc. - 6.250% Senior Notes due 2069",NASDAQ,TMUSL
TMUSZ,"T-Mobile US, Inc. - 5.500% Senior Notes due March 2070",NASDAQ,TMUSZ
TNC,Tennant Company Common Stock,N,TNC
TNDM,"Tandem Diabetes Care, Inc. - Common Stock",NASDAQ,TNDM
TNET,"TriNet Group, Inc. Common Stock",N,TNET
TNGX,"Tango Therapeutics, Inc. - Common Stock",NASDAQ,TNGX
TNK,Teekay Tankers Ltd.,N,TNK
TNL,Travel   Leisure Co. Common  Stock,N,TNL
TNMG,TNL Mediagene - Ordinary Shares,NASDAQ,TNMG
TNON,"Tenon Medical, Inc. - Common Stock",NASDAQ,TNON
TNONW,"Tenon Medical, Inc. - Warrant",NASDAQ,TNONW
TNXP,Tonix Pharmaceuticals Holding Corp. - Common Stock,NASDAQ,TNXP
TNYA,"Tenaya Therapeutics, Inc. - Common Stock",NASDAQ,TNYA
TOI,"The Oncology Institute, Inc. - Common Stock",NASDAQ,TOI
TOIIW,"The Oncology Institute, Inc. - Warrant",NASDAQ,TOIIW
TOL,"Toll Brothers, Inc. Common Stock",N,TOL
TOMZ,"TOMI Environmental Solutions, Inc. - Common Stock",NASDAQ,TOMZ
TONX,TON Strategy Company - Common Stock,NASDAQ,TONX
TOON,"Kartoon Studios, Inc. Common Stock",A,TOON
TOP,TOP Financial Group Limited - Class A Ordinary Shares,NASDAQ,TOP
TOPP,Toppoint Holdings Inc. Common Stock,A,TOPP
TOPS,"TOP Ships, Inc. Common Stock",A,TOPS
TORO,Toro Corp. - Common stock,NASDAQ,TORO
TOST,"Toast, Inc. Class A Common Stock",N,TOST
TOUR,Tuniu Corporation - American Depositary Shares,NASDAQ,TOUR
TOVX,"Theriva Biologics, Inc. Common Stock",A,TOVX
TOWN,Towne Bank - Common Stock,NASDAQ,TOWN
TOYO,"TOYO Co., Ltd - Ordinary Shares",NASDAQ,TOYO
TPB,"Turning Point Brands, Inc. Common Stock",N,TPB
TPC,Tutor Perini Corporation Common Stock,N,TPC
TPCS,TechPrecision Corporation - Common stock,NASDAQ,TPCS
TPET,Trio Petroleum Corp. Common Stock,A,TPET
TPG,TPG Inc. - Class A Common Stock,NASDAQ,TPG
TPGXL,TPG Inc. - 6.950% Fixed-Rate Junior Subordinated Notes due 2064,NASDAQ,TPGXL
TPH,"Tri Pointe Homes, Inc. Common Stock",N,TPH
TPL,Texas Pacific Land Corporation Common Stock,N,TPL
TPR,"Tapestry, Inc. Common Stock",N,TPR
TPST,"Tempest Therapeutics, Inc. - Common Stock",NASDAQ,TPST
TPTA,"Terra Property Trust, Inc. 6.00% Notes due 2026",N,TPTA
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,N,TPVG
TR,"Tootsie Roll Industries, Inc. Common Stock",N,TR
TRAD,APEX Tech Acquisition Inc. Ordinary Shares,N,TRAD
TRAD.R,"APEX Tech Acquisition Inc. Rights, each entitling the holder to receive one-fourth (1/4) of one ordinary share",N,TRAD-R
TRAD.U,"APEX Tech Acquisition Inc. Units, each consisting of one Class A ordinary share and one right to receive one sixth (1/6) of a Class A ordinary share",N,TRAD-U
TRAK,"ReposiTrak, Inc. Common Stock",N,TRAK
TRAW,"Traws Pharma, Inc. - Common Stock",NASDAQ,TRAW
TRAX,"First Tracks Biotherapeutics, Inc. - Ordinary Shares",NASDAQ,TRAX
TRC,Tejon Ranch Co Common Stock,N,TRC
TRDA,"Entrada Therapeutics, Inc. - Common Stock",NASDAQ,TRDA
TREE,"LendingTree, Inc. - Common Stock",NASDAQ,TREE
TREX,"Trex Company, Inc. Common Stock",N,TREX
TRGP,"Targa Resources, Inc. Common Stock",N,TRGP
TRGS,TRG Latin America Acquisitions Corp. - Class A Ordinary Shares,NASDAQ,TRGS
TRGSR,TRG Latin America Acquisitions Corp. - Rights,NASDAQ,TRGSR
TRGSU,TRG Latin America Acquisitions Corp. - Units,NASDAQ,TRGSU
TRI,Thomson Reuters Corp - Common Shares,NASDAQ,TRI
TRIB,Trinity Biotech plc - American Depositary Shares,NASDAQ,TRIB
TRIN,Trinity Capital Inc. - Common Stock,NASDAQ,TRIN
TRINI,Trinity Capital Inc. - 7.875% Notes Due 2029,NASDAQ,TRINI
TRINZ,Trinity Capital Inc. - 7.875% Notes due 2029,NASDAQ,TRINZ
TRIP,"TripAdvisor, Inc. - Common Stock",NASDAQ,TRIP
TRMB,Trimble Inc. - Common Stock,NASDAQ,TRMB
TRMD,TORM plc - Class A Common Stock,NASDAQ,TRMD
TRMK,Trustmark Corporation - Common Stock,NASDAQ,TRMK
TRN,"Trinity Industries, Inc. Common Stock",N,TRN
TRNO,Terreno Realty Corporation Common Stock,N,TRNO
TRNR,Interactive Strength Inc. - Common Stock,NASDAQ,TRNR
TRNS,"Transcat, Inc. - Common Stock",NASDAQ,TRNS
TRON,Tron Inc. - Common Stock,NASDAQ,TRON
TROO,"TROOPS, Inc.  - Ordinary Shares",NASDAQ,TROO
TROW,"T. Rowe Price Group, Inc. - Common Stock",NASDAQ,TROW
TROX,Tronox Holdings plc Ordinary Shares (UK),N,TROX
TRP,TC Energy Corporation Common Stock,N,TRP
TRS,TriMas Corporation - Common Stock,NASDAQ,TRS
TRSG,Tungray Technologies Inc - Class A Ordinary Shares,NASDAQ,TRSG
TRST,TrustCo Bank Corp NY - Common Stock,NASDAQ,TRST
TRT,Trio-Tech International Common Stock,A,TRT
TRTX,"TPG RE Finance Trust, Inc. Common Stock",N,TRTX
TRU,TransUnion Common Stock,N,TRU
TRUG,"TruGolf Holdings, Inc. - Class A Common Stock",NASDAQ,TRUG
TRUP,"Trupanion, Inc. - Common Stock",NASDAQ,TRUP
TRV,"The Travelers Companies, Inc. Common Stock",N,TRV
TRVG,trivago N.V. - American Depositary Shares,NASDAQ,TRVG
TRVI,"Trevi Therapeutics, Inc. - Common Stock",NASDAQ,TRVI
TRX,TRX Gold Corporation Common Stock,A,TRX
TS,Tenaris S.A. American Depositary Shares,N,TS
TSAT,Telesat Corporation - Class A Common Shares and Class B Variable Voting Shares,NASDAQ,TSAT
TSBK,"Timberland Bancorp, Inc. - Common Stock",NASDAQ,TSBK
TSCO,Tractor Supply Company - Common Stock,NASDAQ,TSCO
TSEM,Tower Semiconductor Ltd. - Ordinary Shares,NASDAQ,TSEM
TSHA,"Taysha Gene Therapies, Inc. - Common Stock",NASDAQ,TSHA
TSI,"TCW Strategic Income Fund, Inc. Common Stock",N,TSI
TSLA,"Tesla, Inc.  - Common Stock",NASDAQ,TSLA
TSLX,"Sixth Street Specialty Lending, Inc. Common Stock",N,TSLX
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,N,TSM
TSN,"Tyson Foods, Inc. Common Stock",N,TSN
TSQ,"Townsquare Media, Inc. Class A Common Stock",N,TSQ
TSSI,"TSS, Inc. - Common Stock",NASDAQ,TSSI
TT,Trane Technologies plc,N,TT
TTAM,Titan America SA Common Shares,N,TTAM
TTAN,"ServiceTitan, Inc. - Class A Common Stock",NASDAQ,TTAN
TTC,Toro Company (The) Common Stock,N,TTC
TTD,"The Trade Desk, Inc. - Class A Common Stock",NASDAQ,TTD
TTE,TotalEnergies SE Ordinary Shares,N,TTE
TTEC,"TTEC Holdings, Inc. - Common Stock",NASDAQ,TTEC
TTEK,"Tetra Tech, Inc. - Common Stock",NASDAQ,TTEK
TTGT,"TechTarget, Inc. - Common Stock",NASDAQ,TTGT
TTI,"Tetra Technologies, Inc. Common Stock",N,TTI
TTMI,"TTM Technologies, Inc. - Common Stock",NASDAQ,TTMI
TTRX,Turn Therapeutics Inc. - Common Stock,NASDAQ,TTRX
TTWO,"Take-Two Interactive Software, Inc. - Common Stock",NASDAQ,TTWO
TU,Telus Corporation Ordinary Shares,N,TU
TULP,"Bloomia Holdings, Inc. - Common Stock",NASDAQ,TULP
TURB,"Turbo Energy, S.A. - American Depositary Shares",NASDAQ,TURB
TUSK,"Mammoth Energy Services, Inc. - Common Stock",NASDAQ,TUSK
TUYA,"Tuya Inc. American Depositary Shares, each representing one Class A Ordinary Share",N,TUYA
TV,Grupo Televisa S.A.B. Common Stock,N,TV
TVA,Texas Ventures Acquisition III Corp - Class A Ordinary Share,NASDAQ,TVA
TVACU,Texas Ventures Acquisition III Corp - Unit,NASDAQ,TVACU
TVACW,Texas Ventures Acquisition III Corp - Warrants,NASDAQ,TVACW
TVAI,Thayer Ventures Acquisition Corporation II - Class A Ordinary Shares,NASDAQ,TVAI
TVAIR,Thayer Ventures Acquisition Corporation II - Rights,NASDAQ,TVAIR
TVAIU,Thayer Ventures Acquisition Corporation II - Unit,NASDAQ,TVAIU
TVC,Tennessee Valley Authority Common Stock,N,TVC
TVE,Tennessee Valley Authority,N,TVE
TVGN,Tevogen Bio Holdings Inc. - Common Stock,NASDAQ,TVGN
TVGNW,Tevogen Bio Holdings Inc. - Warrant,NASDAQ,TVGNW
TVRD,"Tvardi Therapeutics, Inc. - Common Stock",NASDAQ,TVRD
TVTX,"Travere Therapeutics, Inc. - Common Stock",NASDAQ,TVTX
TW,Tradeweb Markets Inc. - Class A Common Stock,NASDAQ,TW
TWAV,"TaoWeave, Inc. - Common Stock",NASDAQ,TWAV
TWFG,"TWFG, Inc. - Common Stock",NASDAQ,TWFG
TWG,Top Wealth Group Holding Limited - Class A Ordinary Shares,NASDAQ,TWG
TWI,"Titan International, Inc. (DE) Common Stock",N,TWI
TWIN,"Twin Disc, Incorporated - Common Stock",NASDAQ,TWIN
TWLO,Twilio Inc. Class A Common Stock,N,TWLO
TWLV,Twelve Seas Investment Company III - Class A Ordinary Shares,NASDAQ,TWLV
TWLVR,Twelve Seas Investment Company III - Rights,NASDAQ,TWLVR
TWLVU,Twelve Seas Investment Company III - Units,NASDAQ,TWLVU
TWN,"Taiwan Fund, Inc. (The) Common Stock",N,TWN
TWO,Two Harbors Investment Corp,N,TWO
TWOD,Two Harbors Investments Corp 9.375% Senior Notes due 2030,N,TWOD
TWST,Twist Bioscience Corporation - Common Stock,NASDAQ,TWST
TX,"Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares, USD1.00 par value)",N,TX
TXG,"10x Genomics, Inc. - Common Stock",NASDAQ,TXG
TXMD,"TherapeuticsMD, Inc. - Common Stock",NASDAQ,TXMD
TXN,Texas Instruments Incorporated - Common Stock,NASDAQ,TXN
TXNM,"TXNM Energy, Inc. Common Stock",N,TXNM
TXO,"TXO Partners, L.P. Common Units Representing Limited Partner Interests",N,TXO
TXRH,"Texas Roadhouse, Inc. - Common Stock",NASDAQ,TXRH
TXT,Textron Inc. Common Stock,N,TXT
TY,Tri Continental Corporation Common Stock,N,TY
TYG,Tortoise Energy Infrastructure Corporation Common Stock,N,TYG
TYGO,"Tigo Energy, Inc. - Common Stock",NASDAQ,TYGO
TYL,"Tyler Technologies, Inc. Common Stock",N,TYL
TYRA,"Tyra Biosciences, Inc. - Common Stock",NASDAQ,TYRA
TZOO,Travelzoo - Common Stock,NASDAQ,TZOO
U,Unity Software Inc. Common Stock,N,U
UA,"Under Armour, Inc. Class C Common Stock",N,UA
UAA,"Under Armour, Inc. Class A Common Stock",N,UAA
UAC,United Acquisition Corp. I Class A Ordinary Shares,A,UAC
UAC.U,"United Acquisition Corp. I Units, each consisting of one Class A ordinary share and one-quarter of one redeemable warrant",A,UAC-U
UAC.W,"United Acquisition Corp. I Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",A,UAC-W
UAL,"United Airlines Holdings, Inc. - Common Stock",NASDAQ,UAL
UAMY,United States Antimony Corporation Common Stock,N,UAMY
UAN,"CVR Partners, LP Common Units representing Limited Partner Interests",N,UAN
UAVS,"AgEagle Aerial Systems, Inc. Common Stock",A,UAVS
UBCP,"United Bancorp, Inc. - Common Stock",NASDAQ,UBCP
UBER,"Uber Technologies, Inc. Common Stock",N,UBER
UBS,UBS Group AG Registered Ordinary Shares,N,UBS
UBSI,"United Bankshares, Inc. - Common Stock",NASDAQ,UBSI
UBXG,U-BX Technology Ltd. - Class A Ordinary Shares,NASDAQ,UBXG
UCAR,U Power Limited - Class A Ordinary Shares,NASDAQ,UCAR
UCB,"United Community Banks, Inc. Common Stock",N,UCB
UCFI,CN Healthy Food Tech Group Corp. - Common Stock,NASDAQ,UCFI
UCFIW,CN Healthy Food Tech Group Corp. - Warrant,NASDAQ,UCFIW
UCIB,"ETRACS UBS Bloomberg Constant Maturity Commodity Index (CMCI) Total Return ETN Series B due April 5, 2038",P,UCIB
UCL,uCloudlink Group Inc. - American Depositary Shares,NASDAQ,UCL
UCTT,"Ultra Clean Holdings, Inc. - Common Stock",NASDAQ,UCTT
UDMY,"Udemy, Inc. - Common Stock",NASDAQ,UDMY
UDR,"UDR, Inc. Common Stock",N,UDR
UE,Urban Edge Properties Common Shares of Beneficial Interest,N,UE
UEC,Uranium Energy Corp. Common Stock,A,UEC
UEIC,Universal Electronics Inc. - Common Stock,NASDAQ,UEIC
UFCS,"United Fire Group, Inc - Common Stock",NASDAQ,UFCS
UFG,Uni-Fuels Holdings Limited - Class A Ordinary Shares,NASDAQ,UFG
UFI,"Unifi, Inc. New Common Stock",N,UFI
UFPI,"UFP Industries, Inc. - Common Stock",NASDAQ,UFPI
UFPT,"UFP Technologies, Inc. - Common Stock",NASDAQ,UFPT
UG,"United-Guardian, Inc. - Common Stock",NASDAQ,UG
UGI,UGI Corporation Common Stock,N,UGI
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),N,UGP
UGRO,"urban-gro, Inc. - Common Stock",NASDAQ,UGRO
UHAL,U-Haul Holding Company Common Stock,N,UHAL
UHAL.B,U-Haul Holding Company Series N Non-Voting Common Stock ,N,UHAL-B
UHG,"United Homes Group, Inc - Class A Common Stock",NASDAQ,UHG
UHGWW,"United Homes Group, Inc - Warrant",NASDAQ,UHGWW
UHS,"Universal Health Services, Inc. Common Stock",N,UHS
UHT,Universal Health Realty Income Trust Common Stock,N,UHT
UI,Ubiquiti Inc. Common Stock,N,UI
UIS,Unisys Corporation New Common Stock,N,UIS
UK,Ucommune International Ltd  - Ordinary Shares,NASDAQ,UK
UL,Unilever PLC American Depositary Shares (each representing One Ordinary Share),N,UL
ULBI,Ultralife Corporation - Common Stock,NASDAQ,ULBI
ULCC,"Frontier Group Holdings, Inc. - Common Stock",NASDAQ,ULCC
ULH,"Universal Logistics Holdings, Inc. - Common Stock",NASDAQ,ULH
ULS,UL Solutions Inc. Class A Common Stock,N,ULS
ULTA,"Ulta Beauty, Inc. - Common Stock",NASDAQ,ULTA
UMAC,"Unusual Machines, Inc. Common Stock",A,UMAC
UMBF,UMB Financial Corporation - Common Stock,NASDAQ,UMBF
UMBFO,"UMB Financial Corporation - Depositary Shares Each Representing a 1/400th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series B",NASDAQ,UMBFO
UMC,United Microelectronics Corporation (NEW) Common Stock,N,UMC
UMH,"UMH Properties, Inc. Common Stock",N,UMH
UNB,"Union Bankshares, Inc. - Common Stock",NASDAQ,UNB
UNCY,"Unicycive Therapeutics, Inc. - Common Stock",NASDAQ,UNCY
UNF,Unifirst Corporation Common Stock,N,UNF
UNFI,"United Natural Foods, Inc. Common Stock",N,UNFI
UNH,UnitedHealth Group Incorporated Common Stock (DE),N,UNH
UNIT,Uniti Group Inc. - Common Stock,NASDAQ,UNIT
UNM,Unum Group Common Stock,N,UNM
UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058,N,UNMA
UNP,Union Pacific Corporation Common Stock,N,UNP
